1.2798283100128174,4,19
38.81486654281616,6,7
1.0487158298492432,2,34
1.800910472869873,10,19
1.091400384902954,8,1
4,35
8,34
1.342064619064331,2,18
1.5849850177764893,4,35
1.6190035343170166,6,35
6,35
42.979400634765625,10,35
4,28
0.9927847385406494,8,3
1.131418228149414,8,18
1.9991652965545654,12,34
1.008096694946289,8,34
1.204460859298706,4,34
4,34
1.2562851905822754,10,35
1.9135267734527588,4,35
1.1804251670837402,6,28
6,35
1.165729284286499,10,35
6,34
1.1840696334838867,8,28
1.103095293045044,6,35
1.0024468898773193,2,3
1.5573387145996094,6,19
1.1018879413604736,8,3
1.8728547096252441,12,35
1.820664644241333,6,35
1.0383667945861816,8,35
8,19
1.0920660495758057,8,3
1.0627496242523193,2,34
1.1797785758972168,6,19
1.6370456218719482,4,27
4,18
1.195380687713623,6,28
1.0328710079193115,8,27
1.1463398933410645,8,19
4,35
6.64101767539978,4,18
16,18
15.770604372024536,10,18
1.0610268115997314,10,3
1.1335523128509521,6,3
8,27
1.051516056060791,4,28
1.3237965106964111,4,34
1.1165995597839355,8,18
2.661243438720703,4,34
1.348517894744873,4,27
8,18
1.0271451473236084,6,35
1.1401753425598145,8,27
4,3
1.0624268054962158,6,18
0.95851731300354,8,27
6,28
1.049408197402954,8,34
1.2684285640716553,4,28
1.0635995864868164,10,7
1.2057983875274658,6,19
6.266759157180786,10,35
28.21952176094055,6,19
1.8455896377563477,6,27
1.7733399868011475,10,1
0.9310812950134277,6,18
1.1990044116973877,4,35
4,3
27.291249752044678,6,19
4,27
0.970649003982544,8,3
6,34
1.0950076580047607,8,18
1.1140251159667969,6,1
1.1390283107757568,4,35
27.136640310287476,6,28
19.32291603088379,6,7
10,34
6.370955467224121,4,35
1.055572509765625,8,1
6,27
0.9215912818908691,6,3
0.9293286800384521,2,27
1.0507421493530273,8,27
8.035891771316528,10,18
7.5024683475494385,6,18
1.2494547367095947,4,1
1.0358915328979492,4,27
35.63434290885925,8,34
4,28
0.98403000831604,8,28
1.0964124202728271,6,7
19.23270297050476,4,28
0.9889006614685059,4,27
5.386882305145264,6,18
1.2217512130737305,2,34
1.111840009689331,14,1
1.0409443378448486,2,35
1.0363404750823975,6,28
2,34
4,35
1.1442251205444336,4,28
5.00160551071167,4,18
1.1267201900482178,10,28
1.704216480255127,6,35
2.501695156097412,8,34
1.077495813369751,4,1
14,18
82.94891142845154,22,27
1.198662281036377,4,1
